id,restaurant_name,rating,number_of_ratings,full_address,url
233,Blue Wagon,4.8,208,"Praha, Uruguayská 176/19, 12000",https://www.restu.cz/restaurace-blue-wagon/
234,Potrefená Husa Resslova,4.3,93,"Praha, Resslova 1775/1, 12000",https://www.restu.cz/potrefena-husa-praha-resslova/
235,Kavárna Café Modi,4.3,36,"Praha, Myslíkova 284/32, 12000",https://www.restu.cz/cafe-modi/
236,Šalanda U Čejpů,4.4,28,"Praha, U Strže 150/1, 14000",https://www.restu.cz/salanda-u-cejpu/
237,PIZZA FRANCESCO BY KOBE Metropole Zličín Praha,4.3,11,"Praha, Řevnická 1, 15000",https://www.restu.cz/pizza-francesco-by-kobe-metropole-zlicin/
238,Levitate,5.0,7,"Praha, Štěpánská 611/14, 11000",https://www.restu.cz/levitate/
239,Pizza Coloseum Legerova,4.2,339,"Praha, Legerova 802/64, 12000",https://www.restu.cz/pizza-coloseum-legerova/
240,Siddharta Café,4.3,75,"Praha, Jakubská 8, 11000",https://www.restu.cz/siddharta-cafe-2/
241,U Havrana,4.5,71,"Praha, Hálkova 1631/6, 12000",https://www.restu.cz/restaurace-u-havrana-1/
242,Tichá kavárna,4.6,32,"Praha, Burešova 1151/12, 18200",https://www.restu.cz/ticha-kavarna/
243,Bistro Javánka and Co.,4.6,116,"Praha, Máchova 22, 12000",https://www.restu.cz/javanka-and-co/
244,Hells Bells Beer Pub,4.0,62,"Praha, Letohradská 50, 17000",https://www.restu.cz/hells-bells-beer-pub/
245,Pivnice u bazénu,4.4,28,"Praha, Mírového hnutí 2137/7, 14900",https://www.restu.cz/pivnice-u-bazenu/
246,U Holiše,4.4,73,"Praha, U Průhonu 466/22, 17000",https://www.restu.cz/u-holise/
247,U Pinkasů,4.3,139,"Praha, Jungmannovo nám. 15/16, 11000",https://www.restu.cz/restaurace-u-pinkasu/
248,Pizzerie Fresco Vento,4.0,38,"Praha, Rašínovo nábřeží 1571/62, 12000",https://www.restu.cz/pizzerie-fresco-vento/
249,Potrefená Husa Hlavní nádraží,3.4,104,"Praha, Wilsonova 2, 12000",https://www.restu.cz/potrefena-husa-praha-hlavni-nadrazi/
250,Bistro Tobruk,4.0,175,"Praha, Lodecká 1184/3, 11000",https://www.restu.cz/kavarna-tobruk/
251,Il Primo Piatto,4.1,95,"Praha, Hornokrčská 646/39, 14000",https://www.restu.cz/il-primo-piatto/
252,Aquarius Restaurant,4.7,52,"Praha, Tržiště 303/19, 11800",https://www.restu.cz/aquarius/
253,Sluneční terasa T-Anker,4.2,411,"Praha, náměstí Republiky 656/8, 11000",https://www.restu.cz/slunecni-terasa-t-anker/
254,K The Two Brothers,4.7,138,"Praha, Petrská 1136/12, 11000",https://www.restu.cz/k-the-two-brothers/
255,Yoshihashi,4.7,34,"Praha, Rámová 4, 11000",https://www.restu.cz/yoshihashi/
256,Mirellie,4.6,115,"Praha, V. P. Čkalova 502/14, 16000",https://www.restu.cz/mirellie-mediterranean-restaurant/
257,La Veranda,4.8,85,"Praha, Elišky Krásnohorské 2/10, 11000",https://www.restu.cz/la-veranda/
258,Motoburger,4.2,104,"Praha, Komunardů 30 , 17000",https://www.restu.cz/motoburger/
259,Potrefená Husa Sport Bar Spořilov,4.4,208,"Praha, Hlavní 2459/108, 14100",https://www.restu.cz/potrefena-husa-praha-sporilov/
260,Žižkovský restaurant Olše,4.1,163,"Praha, Táboritská 17/26, 13000",https://www.restu.cz/zizkovsky-restaurant-olse/
261,Pizzeria Corleone Anděl,4.2,350,"Praha, Na Bělidle 42, 15000",https://www.restu.cz/pizzeria-corleone-andel/
262,Mistral Café,4.1,95,"Praha, Valentinská 56/11, 11000",https://www.restu.cz/mistral-cafe/
263,Bohemia Bagel Holešovice,4.1,146,"Praha, Dukelských hrdinů 906/48, 17000",https://www.restu.cz/bohemia-bagel-holesovice/
264,Crystal Bar & Restaurant,4.5,71,"Praha, V Kolkovně 7, 11000",https://www.restu.cz/crystal-bar-and-restaurant/
265,Battistova cihelna,4.6,281,"Praha,  Prácheňská 24, 18200",https://www.restu.cz/battistova-cihelna/
266,Gastronom Original Gambrinus restaurant,4.4,134,"Praha, Petržílkova 15, 15800",https://www.restu.cz/gastronom-original-gambrinus-restaurant/
267,Beer & Burger U Čížků,4.3,355,"Praha, Karlovo náměstí 34, 12000",https://www.restu.cz/beer-burger-u-cizku/
268,Gourmet Pauza,4.6,100,"Praha, Lidická 19, 15000",https://www.restu.cz/gourmet-pauza/
269,Na Sádce,4.4,53,"Praha, Starochodovská 1360/78, 14900",https://www.restu.cz/na-sadce/
270,Di CASA Ristorante Karlín,4.3,44,"Praha, Křižíkova 28, 18600",https://www.restu.cz/di-casa-ristorante-karlin/
271,OPUS Mediterranean fusion,4.4,39,"Praha, Mánesova 78, 12000",https://www.restu.cz/opus/
272,NaJedli,4.5,12,"Praha, Plzeňská 608/7, 15000",https://www.restu.cz/najedli/
273,Pivovar a Restaurace U Fleků,4.0,70,"Praha, Křemencova 1651/11, 11000",https://www.restu.cz/pivovar-a-restaurace-u-fleku/
274,Restaurace Karlínský Mlýn,4.3,102,"Praha, Sokolovská 1/67, 18600",https://www.restu.cz/restaurace-karlinsky-mlyn/
275,Giardino enoteca con cucina,4.4,133,"Praha, Záhřebská 157/24, 12000",https://www.restu.cz/giardino-enoteca-con-cucina/
276,Oliva by Amandine,4.6,383,"Praha, Plavecká 404/4, 12800",https://www.restu.cz/oliva/
277,Postel,4.4,159,"Praha, Rámová 1072/5, 11000",https://www.restu.cz/postel/
278,Del Corso ristorante & pizzeria,4.1,87,"Praha, Trojská 632/173B, 17000",https://www.restu.cz/ristorante-pizzeria-del-corso/
279,Ztráty a nálezy,4.3,107,"Praha, Vinohradská 208/14, 12000",https://www.restu.cz/restaurace-ztraty-a-nalezy/
280,Restaurant Zvonice,4.7,25,"Praha, Jindřišská věž, Jindřišská ulice, 11000",https://www.restu.cz/restaurant-zvonice/
281,Per Te,4.5,154,"Praha, Korunní 783/23, 12000",https://www.restu.cz/restaurant-per-te/
282,Pizza Coloseum Koruna,4.3,515,"Praha, Václavské náměstí 846/1, 11000",https://www.restu.cz/pizza-coloseum-koruna/
283,Mattes,4.3,174,"Praha, Na Strži 1837/9, 14000",https://www.restu.cz/mattes-restaurant/
284,Jo´s Bar & Restaurant,4.4,54,"Praha, Malostranské náměstí 264/7, 11800",https://www.restu.cz/jo-s-cocktails-diner/
285,Umami,4.4,32,"Praha, Na Příkopě 1096/19, 11000",https://www.restu.cz/umami/
286,Záležitost,4.4,218,"Praha, Biskupcova 1791/19, 13000",https://www.restu.cz/zalezitost/
287,Hangar bar Praha,4.4,94,"Praha, Dušní 9/9, 11000",https://www.restu.cz/hangar-bar-praha-1/
288,Radegastovna Perón,4.1,278,"Praha, Stroupežnického 525/20, 15000",https://www.restu.cz/radegastovna-peron/
289,Pivnice U Zlatého slona,4.2,58,"Praha, Havelská 508/9, 11000",https://www.restu.cz/u-zlateho-slona/
290,Pizza Coloseum Vysočany,4.5,337,"Praha, Sokolovská 979/209, 19000",https://www.restu.cz/coloseum-vysocany/
291,Il capitano ristorante,4.3,81,"Praha, Slavíkova 1571/6, 13000",https://www.restu.cz/il-capitano-ristorante/
292,Mobydick,4.0,40,"Praha, Vysočanská 242/113, 19000",https://www.restu.cz/plzenska-restaurace-mobydick/
293,Salabka,4.7,164,"Praha, K Bohnicím 2, 17100",https://www.restu.cz/salabka/
294,Indická restaurace Everest Praha,4.6,112,"Praha, Anny Letenské 5/1235, 12000",https://www.restu.cz/indicka-restaurace-everest-5/
295,Kavárna Oliver's Coffee Cup,4.6,72,"Praha, Václavské náměstí 804/58, 11000",https://www.restu.cz/oliver-s-coffee-cup/
296,U zlaté hrušky,4.4,25,"Praha, Nový Svět 77/3, 11800",https://www.restu.cz/u-zlate-hrusky-1/
297,Kavárna Michael,0,5,"Praha, Rašínovo nábřeží 383/58, 12800",https://www.restu.cz/kavarna-michael/
298,GANGSTERburger,5.0,9,"Praha, Novákových 2382/32b, 18000",https://www.restu.cz/gangsterburger/
299,Bellevue Restaurant,4.9,43,"Praha, Smetanovo nábřeží 329/18, 11000",https://www.restu.cz/bellevue-restaurant/
300,U Dobré myšlenky,4.1,70,"Praha, Podskalská 366/27, 12800",https://www.restu.cz/restaurace-u-dobre-myslenky/
301,Luka Lu,4.4,229,"Praha, Újezd 402/33, 11800",https://www.restu.cz/luka-lu/
302,Chateau St. Havel,4.5,351,"Praha, Před nádražím 1/6, 14000",https://www.restu.cz/chateau-st-havel/
303,El Asador,4.6,139,"Praha, Osvětová 991, 14900",https://www.restu.cz/el-asador-restaurant-bar/
304,Hospůdka U Kašpárka,4.5,128,"Praha, Dubečská 74/4, 10000",https://www.restu.cz/hospudka-u-kasparka/
305,Texas steakhouse,4.4,66,"Praha, Pplk. Sochora 35, 17000",https://www.restu.cz/texas-steakhouse/
306,Samarkand,4.6,79,"Praha, Říční 563/1, 11800",https://www.restu.cz/samarkand/
307,U Slámů,4.4,51,"Praha, Starostrašnická 584/52, 10000",https://www.restu.cz/restaurace-u-slamu/
308,Lokál Nad Stromovkou,4.6,122,"Praha, Nad Královskou oborou 232/31, 17000",https://www.restu.cz/lokal-nad-stromovkou/
309,Pizza Coloseum Na Poříčí,4.1,262,"Praha, Na Poříčí 1042/16, 11000",https://www.restu.cz/pizza-coloseum-na-porici/
310,La Maler,4.5,49,"Praha, Čihákova 4, 19000",https://www.restu.cz/la-maler/
311,Pod Juliskou,4.5,201,"Praha, Podbabská 1589/1, 16000",https://www.restu.cz/restaurace-pod-juliskou/
312,Kavárna Deserterie,4.6,50,"Praha, náměstí Míru 117/16  , 12000",https://www.restu.cz/deserterie/
313,Bistro Gourmeta,4.5,34,"Praha, Na Dolinách 8, 14000",https://www.restu.cz/gourmeta/
314,Czech Slovak Restaurant & Lounge,4.8,13,"Praha, Újezd 20, 11000",https://www.restu.cz/czech-slovak-restaurant-lounge/
315,U Dvou Pánů,4.7,13,"Praha, Ovocný trh 579/6, 11000",https://www.restu.cz/u-dvou-panu/
316,V Zahradě,5.0,20,"Praha, Schwaigerova 59/3, 16000",https://www.restu.cz/v-zahrade-1/
317,Hard Rock Cafe Prague,4.5,125,"Praha, Malé náměstí 142/3, 11000",https://www.restu.cz/hard-rock-cafe-prague/
318,Pálffy Palác,4.4,98,"Praha, Valdštejnská 158/14, 11800",https://www.restu.cz/restaurace-palffy-palac/
319,Universal,4.3,467,"Praha, V Jirchářích 149/6, 11000",https://www.restu.cz/universal/
320,Spice India,4.5,73,"Praha, Husitská 91/17, 13000",https://www.restu.cz/spice-india/
321,Pepenero Pizza & Pasta,4.5,73,"Praha, Bílkova 132/4, 11000",https://www.restu.cz/pepenero-pizza-pasta/
322,Na Blbym místě,4.1,219,"Praha, Štěpánská 633/49, 11000",https://www.restu.cz/na-blbym-miste/
323,Restaurace Na křižovatce,3.9,43,"Praha, Vinohradská 1612/149, 13000",https://www.restu.cz/restaurace-na-krizovatce-3/
324,Parnas,4.4,87,"Praha, Smetanovo nábřeží 1012/2, 11000",https://www.restu.cz/parnas/
325,Občanská plovárna,4.6,187,"Praha, U Plovárny 1, 11800",https://www.restu.cz/obcanska-plovarna/
326,COLUMNA restaurant,4.0,64,"Praha, Pyšelská 2361/4, 14900",https://www.restu.cz/columna/
327,Čajovna U Džoudyho,4.6,67,"Praha, Jugoslávská 670/7, 12000",https://www.restu.cz/cajovna-u-dzoudyho/
328,Hoffa Bar,4.2,132,"Praha, Senovážné náměstí 22, 11000",https://www.restu.cz/hoffa-bar/
329,Café Faux Pas,4.5,74,"Praha, Vinohradská 1595/31, 12000",https://www.restu.cz/cafe-faux-pas/
330,Pizzerie Redflower,4.4,68,"Praha, Vinohradská 1596/29, 12000",https://www.restu.cz/pizzerie-redflower/
331,Miminoo Zahradní restaurace,4.1,91,"Praha, Mahlerovy sady 1, 13000",https://www.restu.cz/miminoo-zahradni-restaurace/
332,U Templářů Celetná,4.3,305,"Praha, Celetná 27 – Templová 1, 11000",https://www.restu.cz/u-templaru/
333,U Templářů Vítězná,4.2,511,"Praha, Vítězná 531/13 , 15000",https://www.restu.cz/u-templaru-1/
334,Café 80's,4.7,8,"Praha, V Kolkovně 6, 11000",https://www.restu.cz/cafe-80s/
335,BISTRO´OS,4.1,45,"Praha, Ostrovní 127/28, 11000",https://www.restu.cz/bistro-os/
336,Sri Lankan Curry House,4.0,91,"Praha, U Vodárny 10, 13000",https://www.restu.cz/sri-lankan-curry-house/
337,Pastva,4.4,175,"Praha, Nádražní 102, 15000",https://www.restu.cz/pastva/
338,Bistro Premier Mercato,4.4,43,"Praha, Pobřežní 42, 18600",https://www.restu.cz/premier-mercato/
339,Myšák,4.4,8,"Praha, Vodičkova 710/31, 11000",https://www.restu.cz/mysak/
340,Meet Beer,0,1,"Praha, Washingtonova 1568/23, 11000",https://www.restu.cz/meet-beer/
341,U Zlaté konvice,4.7,15,"Praha, Staroměstské náměstí 478/26, 11000",https://www.restu.cz/u-zlate-konvice/
342,Restaurant Suterén,4.7,26,"Praha, Masarykovo nábřeží 234/26, 11000",https://www.restu.cz/restaurace-suteren/
343,Pizzerie Galaxie,3.9,25,"Praha, Arkalycká 877/4, 14900",https://www.restu.cz/pizzerie-galaxie/
344,Dock House original restaurant,4.5,344,"Praha, Michelská 1006/59, 14100",https://www.restu.cz/dock-house-original-restaurant/
345,Hergetova Cihelna,4.5,101,"Praha, Cihelná 102/2b, 11800",https://www.restu.cz/hergetova-cihelna/
346,Lavička,4.5,218,"Praha, Seifertova 303/77, 13000",https://www.restu.cz/lavicka/
347,U Sedlerů,4.0,44,"Praha, Karlovo nám. 288/17, 12000",https://www.restu.cz/plzenska-restaurace-u-sedleru/
348,RED Pif,4.3,35,"Praha, Betlémská 267/9, 11000",https://www.restu.cz/red-pif/
349,Chorvatský Mlýn,4.6,55,"Praha, Horoměřická 2575/3A, 16400",https://www.restu.cz/restaurace-chorvatsky-mlyn/
350,Waldeska,4.3,125,"Praha, Moskevská 860/80, 10100",https://www.restu.cz/restaurace-waldeska/
351,HaPi,4.2,20,"Praha, Čerčanská 626/5, 14000",https://www.restu.cz/hapi/
352,Středověká krčma U krále Brabantského,4.6,167,"Praha, Thunovská 198/15, 11800",https://www.restu.cz/stredoveka-krcma-u-krale-brabantskeho/
353,U Tří housliček,4.7,33,"Praha, Nerudova 210/12, 11800",https://www.restu.cz/u-tri-houslicek/
354,Bresto Restaurant & Vinný bar,4.1,65,"Praha, Štěpánská 647/31, 11000",https://www.restu.cz/bresto-restaurant-cafe/
355,Potrefená Husa Chodov,4.2,54,"Praha, Roztylská 2321/19, 14800",https://www.restu.cz/potrefena-husa-praha-chodov/
356,Pastacaffé - Vodičkova,4.4,139,"Praha, Vodičkova 8, 11000",https://www.restu.cz/pastacaffe-vodickova/
357,VINOdiVINO,4.3,98,"Praha, Štupartská 769/18, 11000",https://www.restu.cz/vinodivino/
358,Ristorante Pagana,4.8,183,"Praha, Vladislavova 1390/17, 11000",https://www.restu.cz/ristorante-pagana-1/
359,Vegtral,4.4,24,"Praha, Čechova 243/12, 17000",https://www.restu.cz/vegtral/
360,Sedm konšelů,3.9,49,"Praha, Žatecká 10, 11000",https://www.restu.cz/sedm-konselu/
361,Zenklovka,4.4,186,"Praha, Zenklova 68, 18000",https://www.restu.cz/zenklovka/
362,Pivnice Bruska,4.3,153,"Praha, Dejvická 253/20, 16000",https://www.restu.cz/pivnice-bruska/
363,Detaillo pizzeria Flora,3.8,69,"Praha, Vinohradská 2828/151, 13000",https://www.restu.cz/detaillo-pizzeria-flora/
364,Urban Pub Koley,4.0,231,"Praha, Chemická 951, 14800",https://www.restu.cz/urban-pub-koley/
365,Šťastná kráva,4.6,140,"Praha, Volutová 2522/16, 15800",https://www.restu.cz/stastna-krava/
366,El Burger Pub,4.1,63,"Praha, Chemická 953, 14800",https://www.restu.cz/el-burger-pub/
367,Řecký restaurant Delphi,4.4,50,"Praha, Podolské nábřeží 1, 14700",https://www.restu.cz/recky-restaurant-delphi-1/
368,Mibi's Restaurant,4.1,94,"Praha, Štěpánská 9, 12000",https://www.restu.cz/mibi-s-restaurant/
369,MANU Risto & Lounge,4.7,71,"Praha, Dětský ostrov 25, 15000",https://www.restu.cz/manu-risto-lounge/
370,Žebírkov,4.3,46,"Praha, Srbínská 4, 10000",https://www.restu.cz/zebirkov/
371,EatWell,4.3,24,"Praha, Kostnické náměstí 3, 13000",https://www.restu.cz/eatwell/
372,Yori - Autentická asijská kuchyně,4.5,71,"Praha, Masarykovo nábřeží 246/12, 11000",https://www.restu.cz/yori-autenticka-asijska-kuchyne/
373,VJ Kitchen,4.5,28,"Praha, Bělehradská 381/126, 12000",https://www.restu.cz/vj-kitchen/
374,Satuy,4.3,9,"Praha, Ovocný trh 573/12, 11000",https://www.restu.cz/satuy/
375,U Cedru,4.9,29,"Praha, Národní obrany 693/27, 16000",https://www.restu.cz/u-cedru/
376,PIVO & BASILICO Caffe Restaurant,4.5,9,"Praha, Zámecká 2, 11800",https://www.restu.cz/pivo-basilico-caffe-restaurant/
377,Pizzerie Mediterane,4.1,173,"Praha, Radlická 3179/1e, 15000",https://www.restu.cz/pizzerie-mediterane/
378,Pizzeria Concordia,4.1,70,"Praha, náměstí Míru 1220/3, 12000",https://www.restu.cz/pizzeria-concordia/
379,Pizzeria La Ventola,4.3,115,"Praha, Soukenická 1197/7, 11000",https://www.restu.cz/pizzeria-la-ventola/
380,Pizzeria Manna,3.9,23,"Praha, Urxova 483/5, 18600",https://www.restu.cz/pizzeria-manna/
381,Teodoro - Kunratice,4.6,48,"Praha, Kunratická spojka 1169/1, 14800",https://www.restu.cz/teodoro/
382,Kavala,4.5,36,"Praha, Charlese de Gaulla 629/5, 16000",https://www.restu.cz/restaurace-kavala/
383,Sezóna,4.5,81,"Praha, Na Chvalské tvrzi 858/11, 19300",https://www.restu.cz/restaurace-sezona/
384,Coda restaurant,4.9,19,"Praha, Tržiště 368/9, 11800",https://www.restu.cz/coda-restaurant/
385,La Rotonde Restaurant,4.8,70,"Praha, Štěpánská 623/40, 11000",https://www.restu.cz/la-rotonde-restaurant/
386,Legenda,4.1,84,"Praha, Legerova 1820/39, 12000",https://www.restu.cz/restaurace-legenda-2/
387,Originál Formanka,4.3,103,"Praha, Ostrovského 24 , 15000",https://www.restu.cz/restaurace-original-formanka/
388,Restaurant Zorto,4.3,17,"Praha, Nekázanka 2037/6, 11000",https://www.restu.cz/restaurant-zorto/
389,La Bodeguita del Medio,4.5,125,"Praha, Kaprova 19/5, 11000",https://www.restu.cz/la-bodeguita-del-medio/
390,Kavárna Vypálené koťátko,4.4,18,"Praha, Mařákova 5, 16000",https://www.restu.cz/kavarna-vypalene-kotatko/
391,Ichnusa Botega & Bistro,4.7,56,"Praha, Plaská 623/5 , 15000",https://www.restu.cz/ichnusa-botega-bistro/
392,Madame Lyn Vietnamese Restaurant,4.3,108,"Praha, Šafaříkova 319/18, 12000",https://www.restu.cz/madame-lyn-vietnamese-restaurant/
393,Amaryla,4.2,30,"Praha, Štěpánská 613/18 , 11000",https://www.restu.cz/amaryla/
394,U Šemíka,4.4,117,"Praha, Vratislavova 36, 12800",https://www.restu.cz/u-semika/
395,U Rudolfina,4.4,104,"Praha, Křižovnická 60/10, 11000",https://www.restu.cz/u-rudolfina/
396,Brasserie Delice,4.8,21,"Praha, Žitná 8, 11000",https://www.restu.cz/brasserie-delice/
397,John Lennon Pub,4.7,28,"Praha, Hroznová 495/6, 11800",https://www.restu.cz/john-lennon-pub/
398,Harry's restaurant,4.4,55,"Praha, Na Pankráci 1337/109, 14000",https://www.restu.cz/harrys-restaurant/
399,Olive Point,4.2,67,"Praha, Americká 430/29, 12000",https://www.restu.cz/olive-point/
400,Merkur,4.3,43,"Praha, Heydukova 2, 18000",https://www.restu.cz/nase-hospoda-merkur/
401,Kavárna MyRaw Café,4.8,152,"Praha, Dlouhá 39, 11000",https://www.restu.cz/myraw-cafe/
402,Dutch Pub,4.2,109,"Praha, Vladislavova 1390/17, 11000",https://www.restu.cz/dutch-pub/
403,Pivovar Národní,4.0,326,"Praha, Národní 8, 11000",https://www.restu.cz/pivovar-narodni/
404,Na staré ráně,4.2,17,"Praha, Drahobejlova 957/53 , 19000",https://www.restu.cz/na-stare-rane-1/
405,Na Kačabce - Putyka,4.6,38,"Praha, Chalupnická 12, 10200",https://www.restu.cz/na-kacabce-putyka/
406,Vinit bar,5.0,33,"Praha, Na Příkopě 10, 11000",https://www.restu.cz/vinit-bar/
407,Uhelna Club & Restaurant,4.0,55,"Praha, Štefánikova 18/25, 15000",https://www.restu.cz/uhelna-club-restaurant/
408,Restaurace Dole,4.5,44,"Praha, Na Hutích 9, 16000",https://www.restu.cz/restaurace-dole/
409,Taj Mahal Express,4.6,49,"Praha, Mozartova 10, 15000",https://www.restu.cz/taj-mahal-express/
410,Bistro Kuizin,4.8,36,"Praha, Rybná 14, 11000",https://www.restu.cz/kuizin/
411,Pepř a Sůl,4.6,59,"Praha, Krátkého 1, 19000",https://www.restu.cz/pepr-a-sul/
412,Papi oliver,4.8,12,"Praha, Elišky Peškové 5, 15000",https://www.restu.cz/papi-oliver/
413,Equilibrista,4.6,14,"Praha, Budečská 998/10, 12000",https://www.restu.cz/equilibrista/
414,Dream Food Bistro,0,2,"Praha, Za Piskovnou 1205/2, 18400",https://www.restu.cz/dream-food-bistro/
415,Colonial Coloseum & pizza Luka,0,3,"Praha, Mukařovského 2, 15500",https://www.restu.cz/colonial-coloseum-pizza-luka/
416,Golemův restaurant,4.2,79,"Praha, Na hlavní 21/71, 18200",https://www.restu.cz/golemuv-restaurant-a-hotel/
417,La Degustation Bohême Bourgeoise,4.9,13,"Praha, Haštalská 18, 11000",https://www.restu.cz/la-degustation-boheme-bourgeoise/
418,U Labutí,4.4,14,"Praha, Hradčanské nám. 61/11, 11800",https://www.restu.cz/u-labuti/
419,U Sádlů Klimentská,4.3,23,"Praha, Klimentská 1203/2, 11000",https://www.restu.cz/restaurace-u-sadlu-klimentska/
420,Pivnice U Švejků,3.8,19,"Praha, Újezd 424/22, 11800",https://www.restu.cz/pivnice-u-svejku/
421,La Festa Ristorante - Slivenec,4.4,90,"Praha, Ke Smíchovu 73/114, 15400",https://www.restu.cz/la-festa-ristorante-slivenec/
422,Pizza West,4.2,30,"Praha, nám. Bratří Synků 5/1, 14000",https://www.restu.cz/pizza-west/
423,Caffé Pizzeria Vinice,4.5,102,"Praha, Vinohradská 3217/167, 10000",https://www.restu.cz/caffe-pizzeria-vinice/
424,Pizzeria Rustica,4.0,44,"Praha, Opletalova 1626/36, 11000",https://www.restu.cz/pizzeria-rustica/
425,Roma Uno pizzeria ristorante,3.8,39,"Praha, Jagellonská 1634/16, 13000",https://www.restu.cz/roma-uno-pizzeria-ristorante/
426,Kozička,4.1,11,"Praha, Kozí 918/1, 11000",https://www.restu.cz/kozicka/
427,El Centro,4.0,42,"Praha, Maltézské náměstí 293/9, 11800",https://www.restu.cz/el-centro/
