id,restaurant_name,rating,number_of_ratings,full_address,url
2660,Restaurace U Ječmene,0,1,"Praha, Ječná 38, 12000",https://www.restu.cz/restaurant-u-jecmene/
2661,Marná snaha,0,1,"Praha, Spytihněvova 58, 12800",https://www.restu.cz/marna-snaha/
2662,Hostinec U Bergnerů,0,1,"Praha, Slezská 2191/134, 13000",https://www.restu.cz/pivnice-u-bergneru/
2663,Na Kamýku,4.1,20,"Praha, Krhanická 994/21a, 14200",https://www.restu.cz/hostinec-na-kamyku/
2664,U Čertíka Kamýk,0,2,"Praha, U Kamýku 870/2, 14200",https://www.restu.cz/restaurace-u-certika-1/
2665,Vratislav,0,1,"Praha, Sofijské náměstí 3401/5, 14300",https://www.restu.cz/vratislav/
2666,Na Staré Sokolovně,0,5,"Praha, Podolská 90/5, 14700",https://www.restu.cz/na-stare-sokolovne/
2667,Želivka,0,1,"Praha, Vazovova 3229/1, 14300",https://www.restu.cz/zelivka/
2668,Sport bar U Sporťáka,0,1,"Praha, Metodějova 1463/13, 14900",https://www.restu.cz/u-sportaka-chodov/
2669,U Buldoka,4.3,8,"Praha, Preslova 1, 1500",https://www.restu.cz/u-buldoka/
2670,Na Vinici,0,1,"Praha, Peroutkova 1212/2, 15000",https://www.restu.cz/na-vinici-smichov/
2671,Pivnice Bunkr,0,1,"Praha, Zázvorkova 25/3, 15500",https://www.restu.cz/pivnice-bunkr/
2672,Pivnice u Zívalů,0,1,"Praha, Kafkova 341/12, 16000",https://www.restu.cz/pivnice-u-zivalu/
2673,Bistro Air Club,0,1,"Praha, K Letišti 934, 16100",https://www.restu.cz/air-club-praha/
2674,Samo jídelna - pivnice,0,5,"Praha, Na Petřinách 302/42, 16200",https://www.restu.cz/samo-jidelna-pivnice/
2675,Restaurace a pivnice Ládví,0,4,"Praha, Binarova 1661, 18200",https://www.restu.cz/ladvi/
2676,Skleník,0,4,"Praha, Třinecká 673, 19900",https://www.restu.cz/sklenik-praha/
2677,Valcha Holešovice,4.3,30,"Praha, Strojnická 25, 17000",https://www.restu.cz/valcha-holesovice/
2678,Valoria Praha,0,4,"Praha,  Nerudova 40, 11800",https://www.restu.cz/valoria-praha/
2679,Sweet Secret of Raw,4.8,32,"Praha, Rumunská 25, 12000",https://www.restu.cz/sweet-secret-of-raw/
2680,Rawcha,0,1,"Praha, Na Poříčí 8, 11000",https://www.restu.cz/rawcha/
2681,Vinohradský pivovar,4.4,44,"Praha, Korunní 2506/106, 10100",https://www.restu.cz/vinohradsky-pivovar/
2682,Beergeek Pivotéka,0,1,"Praha, Slavíkova 1047/10, 13000",https://www.restu.cz/beergeek-pivoteka/
2683,Public Interest Bar,4.7,8,"Praha, U Milosrdných 12, 11000",https://www.restu.cz/public-interest-bar/
2684,RAW for you,0,1,"Praha, Bubenečská 35, 16000",https://www.restu.cz/raw-for-you/
2685,Na břehu Rhôny Výtoň,4.7,47,"Praha, Na Hrobci 1, 12800",https://www.restu.cz/na-brehu-rhony/
2686,Kavárna Kočkafé Freya,4.1,23,"Praha, Bořivojova 1102/43, 13000",https://www.restu.cz/kockafe-freya/
2687,Království piva,4.6,11,"Praha, Bubenečská 33, 16000",https://www.restu.cz/kralovstvi-piva/
2688,bistro Proti Proudu,4.8,493,"Praha, Březinova 22, 18600",https://www.restu.cz/bistro-proti-proudu/
2689,Bistro Phill´s Twenty 7,4.3,35,"Praha, Přístavní 27/339, 17000",https://www.restu.cz/phill-s-twenty-7/
2690,Kavárna Ňáký kafe,0,4,"Praha, Na Zámecké 597/11, 14000",https://www.restu.cz/kavarna-naky-kafe/
2691,Excelsior,0,1,"Praha, Fričova 1350/8, 12000",https://www.restu.cz/excelsior/
2692,Bistro zahrada,4.2,31,"Praha, Belgická 33, 12000",https://www.restu.cz/bistro-zahrada/
2693,U zlaté cihly,4.4,11,"Praha, K podjezdu 9, 14000",https://www.restu.cz/u-zlate-cihly/
2694,Kavárna Coolnička,0,1,"Praha, Minská 551/7, 10100",https://www.restu.cz/coolnicka/
2695,Stará kotelna,4.3,17,"Praha, Kubánské náměstí 1484 / 23A , 10000",https://www.restu.cz/stara-kotelna/
2696,Cocktail Bar Milá Tchýně Vršovice,3.7,8,"Praha, Minská 11, 10100",https://www.restu.cz/cocktail-bar-mila-tchyne-vrsovice/
2697,Kavárna Mamacoffee Jiřího z Poděbrad,3.6,7,"Praha, náměstí Jiřího z Poděbrad 1076/12, 13000",https://www.restu.cz/kavarna-mamacoffee/
2698,Lunch Garden Gemini,0,1,"Praha, Na Pankráci 1724, 14000",https://www.restu.cz/lunch-garden-gemini/
2699,Bistro Den Noc,4.8,69,"Praha, Templová 7, 11000",https://www.restu.cz/den-noc/
2700,U Slovanské Lípy,4.3,60,"Praha, Tachovské náměstí 288/6, 13000",https://www.restu.cz/u-slovanske-lipy/
2701,Phở Việt,3.6,43,"Praha, Ostrovní 23, 11000",https://www.restu.cz/ph-vi-t/
2702,Nota Bene,4.3,54,"Praha, Mikovcova 4, 12000",https://www.restu.cz/nota-bene-1/
2703,Kavárna Chocoffee,4.7,10,"Praha, Spálená 8/80, 11000",https://www.restu.cz/chocoffee/
2704,Woker,0,1,"Praha, Urxova 436/10, 18600",https://www.restu.cz/woker/
2705,Černej kocour,0,5,"Praha, Šmeralova 12, 17000",https://www.restu.cz/cernej-kocour/
2706,Bar L' Fleur,5.0,14,"Praha, V Kolkovně 5, 11000",https://www.restu.cz/l-fleur/
2707,Středověká krčma Praha,0,2,"Praha, Čermákova 7 , 17000",https://www.restu.cz/stredoveka-krcma-praha/
2708,MeetBurger,0,1,"Praha, Nám. Franze Kafky 17 , 11000",https://www.restu.cz/meetburger/
2709,Koh-i-Noor Restaurant,3.9,8,"Praha, Puškinovo námestí 691/16, 16000",https://www.restu.cz/koh-i-noor-restaurant/
2710,Nuance Restaurant,4.5,7,"Praha, Malé náměstí 138/4, 11000",https://www.restu.cz/nuance-restaurant/
2711,Bar U Nemožných,0,2,"Praha, LUBLAŇSKÁ 46/146, 12000",https://www.restu.cz/bar-u-nemoznych/
2712,Ristorante & Pizzeria Pulcinella,0,2,"Praha, Melantrichova 11, 11000",https://www.restu.cz/ristorante-pizzeria-pulcinella/
2713,Ristorante Leggero,0,1,"Praha, Londýnská 29, 12000",https://www.restu.cz/ristorante-leggero/
2714,Jídelna Gurmet,0,1,"Praha, Jankovcova 49, 17000",https://www.restu.cz/gurmet/
2715,Vinný sklep Újezd 19,0,1,"Praha, Újezd 19, 11800",https://www.restu.cz/vinny-sklep-ujezd-19/
2716,Valcha Restaurant,3.8,14,"Praha, Bělohorská 105, 16200",https://www.restu.cz/valcha-restaurant/
2717,Wine Food Market Smíchov,4.3,39,"Praha, Strakonická 948/1, 15000",https://www.restu.cz/wine-food-market-smichov/
2718,Hadog Praha,4.6,113,"Praha, Sokolovská 379/204, 18000",https://www.restu.cz/hadog-praha/
2719,U Profesora,4.0,13,"Praha, Jugoslávských partyzánů 5, 16000",https://www.restu.cz/u-profesora/
2720,Puro Gelato,4.7,18,"Praha, Na Hrobci 410/1, 12800",https://www.restu.cz/puro-gelato/
2721,Jerry's Restaurant,4.2,15,"Praha, Makovského 1179, 16000",https://www.restu.cz/jerrys-restaurant/
2722,Kavárna Barriqada,4.9,9,"Praha, Moskevská 62, 10100",https://www.restu.cz/barriqada/
2723,Bar Bonvivant's,0,1,"Praha, Bartolomějská 305, 11000",https://www.restu.cz/bonvivant-s/
2724,Yi Xiang Ge,0,2,"Praha, Sokolovská 899/234, 19000",https://www.restu.cz/yi-xiang-ge/
2725,Yuan Zhong Yuan,0,2,"Praha, Českomoravská 11 , 19000",https://www.restu.cz/yuan-zhong-yuan/
2726,Peperoncino,4.2,68,"Praha, Letohradská 34, 17000",https://www.restu.cz/peperoncino/
2727,Vietnamske bistro Zen,0,1,"Praha, Siemensova 2717/4, 15500",https://www.restu.cz/vietnamske-bistro-zen/
2728,Restaurace Markéta,0,3,"Praha, Radimova 2322/40, 16900",https://www.restu.cz/restaurace-marketa-1/
2729,Mr.HotDog,4.6,40,"Praha, Kamenická 24, 17000",https://www.restu.cz/mr-hotdog/
2730,Kavárna Café NONA,3.8,54,"Praha, Národní 4, 11000",https://www.restu.cz/cafe-nona/
2731,Husinec,4.1,26,"Praha, Mezibranská 1450/13, 11000",https://www.restu.cz/restaurace-husinec/
2732,Kavárna Gelateria & Caffé Amato,0,5,"Praha, Heřmanova 597/61, 17000",https://www.restu.cz/gelateria-caffe-amato/
2733,Blah Blah Bar,4.2,13,"Praha, Žitná 41, 11000",https://www.restu.cz/blah-blah-bar/
2734,Kavárna Cafe Jedna,4.2,25,"Praha, Dukelských Hrdinů 530/47, 17000",https://www.restu.cz/cafe-jedna/
2735,Evald,4.2,28,"Praha, Národní 60/28, 11000",https://www.restu.cz/restaurace-evald/
2736,Sushi Time Florentinum,0,1,"Praha, Na Florenci 15, 11000",https://www.restu.cz/sushi-time-florentinum/
2737,Sushi Time Anděl,0,1,"Praha, Stroupežnického 3191/17, 15000",https://www.restu.cz/sushi-time-andel/
2738,Vinotéka Karlín,4.6,21,"Praha, Šaldova 28 , 18600",https://www.restu.cz/vinoteka-karlin/
2739,Hostinec U Vodoucha,4.1,16,"Praha, Jagellonská 2426/21, 13000",https://www.restu.cz/hostinec-u-vodoucha/
2740,Home Kitchen Jungmannova,4.3,16,"Praha, Jungmannova 8, 11000",https://www.restu.cz/home-kitchen-jungmannova/
2741,Buket,0,1,"Praha, Ke Karlovu 10, 12000",https://www.restu.cz/buket/
2742,Krkonošská hospůdka,4.4,15,"Praha, Muchova 7, 16000",https://www.restu.cz/krkonosska-hospudka/
2743,San Carlo,4.5,79,"Praha, Dittrichova 20, 12000",https://www.restu.cz/san-carlo/
2744,Prague Beer Museum Náměstí Míru,3.7,32,"Praha, Americká 341/43, 12000",https://www.restu.cz/prague-beer-museum-namesti-miru/
2745,Kavárna Bacaro,4.5,17,"Praha, Vinohradská 86/111, 13000",https://www.restu.cz/bacaro/
2746,Na Slamníku,3.8,11,"Praha, Wolkerova 566/12, 16000",https://www.restu.cz/na-slamniku/
2747,Deli Viet,3.9,55,"Praha, Opletalova 928/20, 11000",https://www.restu.cz/deli-viet/
2748,Čajovna Andalous Shisha Lounge,4.5,6,"Praha, betlémské náměstí 251/2, 11000",https://www.restu.cz/andalous-shisha-lounge/
2749,La Bohème Café,4.7,44,"Praha, Sazavska 32, 12000",https://www.restu.cz/la-boh-me-cafe/
2750,KiinDi,0,4,"Praha, Michelská 1552/58, 14000",https://www.restu.cz/kiindi/
2751,Sushi Take Away Bar,0,1,"Praha, Kodaňská 37, 10000",https://www.restu.cz/sushi-take-away-bar/
2752,Café Level OC Chodov,0,5,"Praha, Roztylská 2321/19, 14800",https://www.restu.cz/cafe-level-oc-chodov/
2753,Bistro The Farm,4.4,106,"Praha, Korunovační 17, 17000",https://www.restu.cz/the-farm/
2754,Kavárna Styl & Interiér,4.6,12,"Praha, Vodičkova 35, 11000",https://www.restu.cz/styl-interier/
2755,Kavárna Café Level OC Černý Most,0,3,"Praha, Chlumecká 765/6, 19800",https://www.restu.cz/cafe-level-oc-cerny-most/
2756,Kavárna Café Niveau OC Arkády Pankrác,2.8,10,"Praha, Na Pankráci 1727/86, 14000",https://www.restu.cz/cafe-niveau-oc-arkady-pankrac/
2757,Šalanda Praha,3.4,34,"Praha, Wilsonova 300/8, 11000",https://www.restu.cz/salanda-praha/
2758,Kavárna Creperie Novodvorská,0,1,"Praha, Novodvorská 1800/136, 14000",https://www.restu.cz/kavarna-creperie-novodvorska/
2759,Kavárna Bílá vrána,0,1,"Praha, Ve Smečkách 5, 11000",https://www.restu.cz/kavarna-bila-vrana/
2760,Hotel a restaurace  Nad Královnou,0,3,"Praha, Nad Kamínkou 21, 15600",https://www.restu.cz/hotel-a-restaurace-nad-kralovnou/
2761,Plzeňský restaurant Anděl,4.4,11,"Praha, Nádražní 114, 15000",https://www.restu.cz/plzensky-restaurant-andel-1/
2762,Erpet Golf Centrum,0,3,"Praha, Strakonická 2860/4, 15000",https://www.restu.cz/restaurace-erpet-golf-centrum/
2763,Hotel Praga 1885,0,1,"Praha, Plzeňská 560/29, 15000",https://www.restu.cz/restaurace-hotel-praga-1885/
2764,Svět zábavy,0,1,"Praha, Radlická 520/117, 15800",https://www.restu.cz/svet-zabavy-praha/
2765,Selská bašta - Galerie Butovice,0,5,"Praha, Radlická 520/117, 15800",https://www.restu.cz/selska-basta-galerie-butovice/
2766,Satelit bar,0,1,"Praha, Musílkova 568/35, 15000",https://www.restu.cz/satelit-bar/
2767,U Starý svině,0,2,"Praha, U plynárny 863/77, 10100",https://www.restu.cz/u-stary-svine/
2768,Asia sushi bufet restaurant,0,1,"Praha, Dejvická 317/8, 16000",https://www.restu.cz/asia-sushi-bufet-restaurant/
2769,Dejvická divadelní kavárna,0,4,"Praha, Zelená 1084/15a, 16000",https://www.restu.cz/dejvicka-divadelni-kavarna/
2770,U Čerta,0,3,"Praha, Pod Čertovou skalou 843/6, 18000",https://www.restu.cz/restaurace-u-certa-2/
2771,Restaurace Ballon,0,2,"Praha, Kladenská 115, 16000",https://www.restu.cz/restaurace-ballon/
2772,Kavárna Caseificio Dal toscano,0,1,"Praha, Milady Horákové 73, 17000",https://www.restu.cz/kavarna-caseificio-dal-toscano/
2773,Cukrárna Emil Gaigher,0,1,"Praha, Lidická 982/31, 15000",https://www.restu.cz/cukrarna-gaigher/
2774,Cukrárna Gaigher,0,1,"Praha, Milady Horákové 388/54, 17000",https://www.restu.cz/cukrarna-gaigher-3/
2775,Cukrárna Emil Gaigher,0,1,"Praha, Arbesovo náměstí 283/9, 15000",https://www.restu.cz/cukrarna-gaigher-2/
2776,Kavárna Švandovo divadlo,0,3,"Praha, Štefánikova 6/57, 15000",https://www.restu.cz/kafarna-svandovo-divadlo/
2777,Xbowling Strašnice,0,2,"Praha, Starostrašnická 58, 10000",https://www.restu.cz/xbowling-strasnice/
2778,Harlequin Praha,0,1,"Praha, Oblouková, 10100",https://www.restu.cz/harlequin-praha/
2779,Pizza & Café Restaurant CLARION CONGRESS HOTEL,0,4,"Praha, Freyova 945/33, 19000",https://www.restu.cz/restaurace-bar-clarion-congress-hotel/
2780,Ypsilon Café,0,1,"Praha, Spálená 75/16, 11000",https://www.restu.cz/cafe-bar-ypsilonka/
2781,Ristorante Rugantino,5.0,6,"Praha, Křížovnická 12/61, 11000",https://www.restu.cz/rugantino/
2782,Pizza Papa Cipolla - Horní Počernice,0,1,"Praha, Náchodská 491/150, 19300",https://www.restu.cz/pizza-papa-cipolla-horni-pocernice/
2783,Pizza Papa Cipolla - Nusle,0,1,"Praha, Jaromírova 484/37, 12800",https://www.restu.cz/pizza-papa-cipolla-nusle/
2784,Pizzeria Vittoria,0,1,"Praha, Evropská 689/148, 16000",https://www.restu.cz/pizzeria-vittoria/
2785,Hotel Zlatá Praha a restaurace Zavadilka,0,1,"Praha, Na Zavadilce 299/8, 16000",https://www.restu.cz/hotel-zlata-praha-a-restaurace-zavadilka/
2786,U Malého slona,0,2,"Praha, Radimova 25, 16900",https://www.restu.cz/u-maleho-slona/
2787,Pizzeria Vende Maria,0,1,"Praha, Sladkovského náměstí 309/6, 13000",https://www.restu.cz/pizzeria-vende-maria/
2788,Restaurace Hotelu Max,0,1,"Praha, Bezdrevská 7/ 549, 19800",https://www.restu.cz/restaurace-hotelu-max/
2789,Planeta Žižkov,0,2,"Praha, Tachovské nám. 79/1, 13000",https://www.restu.cz/planeta-zizkov/
2790,Pizzerie Bambini,0,1,"Praha, Biskupcova 1653/27, 13000",https://www.restu.cz/bambini/
2791,Restaurace Hotel Extol Inn,0,1,"Praha, Přístavní 340/2, 17000",https://www.restu.cz/restaurace-hotel-extol-inn-1/
2792,U Štíra,0,1,"Praha, Řehořova 1039/54, 13000",https://www.restu.cz/u-stira-1/
2793,U Svatého Tomáše,0,1,"Praha, Letenská 12, 11800",https://www.restu.cz/u-svateho-tomase/
2794,Domácí těstoviny,0,2,"Praha, Seifertova 573/11, 13000",https://www.restu.cz/domaci-testoviny/
2795,Xbowling Žižkov,0,4,"Praha, Pitterova 2878/5, 13000",https://www.restu.cz/xbowling-zizkov/
2796,Coffee & Restaurant Lighthouse,0,2,"Praha, Jankovcova 1566/2b, 17000",https://www.restu.cz/coffee-restaurant-lighthouse/
2797,Kavárna Republika Žižkov,4.2,6,"Praha, Koněvova 1853/129, 13000",https://www.restu.cz/kavarna-republika-zizkov/
2798,Cukrárna U Palmy,0,2,"Praha, Jirečkova 17, 17000",https://www.restu.cz/cukrarna-u-palmy/
2799,Mon Ami Žižkov,3.6,10,"Praha, Roháčova 135/20, 13000",https://www.restu.cz/mon-ami-zizkov/
2800,Grill R bar,0,5,"Praha, Klapkova 731/34, 18200",https://www.restu.cz/grill-r-bar/
2801,Bistro Empras,0,1,"Praha, Sudoměřská 1092/30, 13000",https://www.restu.cz/bistro-empras/
2802,Hospůdka na Radhošti,0,1,"Praha, Radhošťská 1645/15, 13000",https://www.restu.cz/hospudka-na-radhosti/
2803,Balounova restaurace Na Růžku,0,1,"Praha, Kokořínská 204/28, 18200",https://www.restu.cz/restaurace-na-ruzku-30/
2804,Ren He,0,1,"Praha, Vinohradská 839/15, 12000",https://www.restu.cz/ren-he/
2805,Restaurace Zelený Dvůr,4.2,10,"Praha, Na hlavní 23/21, 18200",https://www.restu.cz/restaurace-zeleny-dvur/
2806,Hostinec U Templáře,0,1,"Praha, Masná 17, 11000",https://www.restu.cz/hostinec-u-templare/
2807,Pension Restaurant U Lilie,4.1,23,"Praha, Liliová 332/15, 11000",https://www.restu.cz/u-lilie/
2808,Pivnice U Pivrnce,0,2,"Praha, Maiselova 3, 11000",https://www.restu.cz/pivnice-u-pivrnce/
2809,Dutá hlava - Klub architektů,0,5,"Praha, Betlémské náměstí 169/5a, 11000",https://www.restu.cz/duta-hlava-klub-architektu/
2810,Orange Moon,3.6,19,"Praha, Vinohradská 2828/151, 13000",https://www.restu.cz/orange-moon/
2811,Pivnice U Drsnejch,0,3,"Praha, Mukařovského 1985/5, 15500",https://www.restu.cz/u-drsnejch/
2812,Bowling Zbraslav,0,1,"Praha, Elišky Přemyslovny 433, 15600",https://www.restu.cz/bowling-zbraslav/
2813,Restaurace U Žilinů,0,1,"Praha, K Lochkovu 29/7, 15400",https://www.restu.cz/restaurace-u-zilinu/
2814,Vinný šenk Na Dvorku,0,1,"Praha, Arbesovo náměstí 1029/1, 15000",https://www.restu.cz/vinny-senk-na-dvorku/
2815,Bar U Sama,0,1,"Praha, Mukařovského 1985, 15500",https://www.restu.cz/u-sama/
2816,Hostinec Nad Šárkou,4.2,11,"Praha, Evropská 134/209, 16100",https://www.restu.cz/nad-sarkou/
2817,Sport bar Vltavín,0,1,"Praha, U Průhonu 1239/46, 17000",https://www.restu.cz/sport-bar-vltavin/
2818,Pivní klub 300,0,1,"Praha, Jirečkova 1015/15, 17000",https://www.restu.cz/pivni-klub-300/
2819,Restaurace Na Růžku,0,1,"Praha, Zenklova 131/222, 18200",https://www.restu.cz/na-ruzku-zenklova/
2820,Restaurace U Jeřábků,0,1,"Praha, Primátorská 4/7, 18000",https://www.restu.cz/u-jerabku/
2821,Motokáry Praha,0,1,"Praha, Toužimská 51, 19700",https://www.restu.cz/motokary-praha/
2822,Sportareál Satalice,0,1,"Praha, U Arborky 397, 19015",https://www.restu.cz/sportareal-satalice/
2823,Restaurace U Kmotra,0,1,"Praha, Na Vinici 272/2, 10000",https://www.restu.cz/u-kmotra/
2824,Cukrárna Pod věží,0,1,"Praha, Ondříčkova 1244/15, 13000",https://www.restu.cz/cukrarna-pod-vezi-1/
2825,Krušovická restaurace Na Michelské,4.4,13,"Praha, Michelská 87/812, 14100",https://www.restu.cz/na-michelske/
2826,Kavárna Ye's Kafe,0,3,"Praha, Letenské náměstí 749/5, 17000",https://www.restu.cz/ye-s-kafe/
2827,Pizzerie No.110,4.6,26,"Praha, V lipách 110/26, 19016",https://www.restu.cz/pizzerie-no-110/
2828,Presto meat market,0,3,"Praha, Vítkova 197/11, 18600",https://www.restu.cz/presto-meat-market/
2829,U Černého vola,0,1,"Praha, Loretánské nám. 1, 11800",https://www.restu.cz/u-cerneho-vola/
2830,U Mišáka,0,1,"Praha, K podjezdu 1447/9, 14000",https://www.restu.cz/u-misaka/
2831,Bourbon Club,0,1,"Praha, Jaromírova 170/56, 12800",https://www.restu.cz/bourbon-club/
2832,Rest & Pub U Olmerů,0,1,"Praha, Slavojova 95/16, 12800",https://www.restu.cz/pivnice-u-olmeru/
2833,Al Tagliere,4.5,18,"Praha, Ječná 549/5, 12000",https://www.restu.cz/al-tagliere/
2834,Allegretto,0,1,"Praha, Vinohradská 2733/157a, 13000",https://www.restu.cz/allegretto/
2835,Café bar Karolína,0,1,"Praha, Stará náves 691, 19900",https://www.restu.cz/cafe-bar-karolina/
2836,Bistro Palace,0,1,"Praha, Panská 12, 11000",https://www.restu.cz/bistro-palace/
2837,Zelenkova cukrárna,0,4,"Praha, Veronské náměstí 403, 10900",https://www.restu.cz/zelenkova-cukrarna/
2838,Cukrárna & kavárna Vanille,4.2,11,"Praha, náměstí Míru 342/13, 14700",https://www.restu.cz/cukrarna-kavarna-vanille/
2839,Kavárna Duše v peří,0,1,"Praha, U půjčovny 1353/8, 11000",https://www.restu.cz/kavarna-duse-v-peri/
2840,Cukrárna IF Café,4.2,6,"Praha, Belgická 270/30, 12000",https://www.restu.cz/if-cafe/
2841,Pekárna a cukrárna Moje kredenc Bělohorská,4.4,9,"Praha, Bělohorská 1943/26, 16900",https://www.restu.cz/pekarna-a-cukrarna-moje-kredenc-belohorska/
2842,Cukrárna Sweet Life Vinohrady,4.4,8,"Praha, U Vodárny 1226/6, 13000",https://www.restu.cz/cukrarna-sweet-life/
2843,Kavárna Alza Café,0,4,"Praha, Jateční 1530/33a, 17000",https://www.restu.cz/alza-cafe/
2844,U Laury,0,1,"Praha, Nerudova 209/10, 11000",https://www.restu.cz/u-laury/
2845,Kavárna Milani,0,4,"Praha, Jungmannovo náměstí 7, 11000",https://www.restu.cz/kavarna-milani/
2846,U sousedů,4.4,15,"Praha, Pod Kavalírkou 29, 15000",https://www.restu.cz/u-sousedu/
2847,Blue Fjord,4.6,14,"Praha, Masná 1, 11000",https://www.restu.cz/blue-fjord/
2848,Starbucks Coffee OC Nový Smíchov,0,1,"Praha, Plzeňská 8, 15000",https://www.restu.cz/starbucks-coffee-oc-novy-smichov/
2849,U Dvou smrků,0,4,"Praha, Nademlejnská 600/1, 19800",https://www.restu.cz/u-dvou-smrku/
2850,Restaurace Kovářská,0,4,"Praha, Kovářská 939/4, 19000",https://www.restu.cz/restaurace-kovarska/
2851,U Čížků,0,1,"Praha, Kovářská 1414/9, 19000",https://www.restu.cz/u-cizku/
2852,Klub Ajeto,0,4,"Praha, Šmeralova 130/5, 17000",https://www.restu.cz/klub-ajeto/
2853,Trojský Vrch,4.3,44,"Praha, Olštýnská 607/1, 18000",https://www.restu.cz/trojsky-vrch/
2854,Pho Family,3.7,7,"Praha, Slezská 11, 12000",https://www.restu.cz/pho-family/
2855,U Ztracenejch,0,1,"Praha, Michelská 57, 14100",https://www.restu.cz/u-ztracenejch/
2856,Vínový bar,0,1,"Praha, Magistrů 173/6, 14000",https://www.restu.cz/vinovy-bar/
2857,The First Bar,0,1,"Praha, Nuselská 133/134, 14000",https://www.restu.cz/the-first-bar/
2858,PuzzleSalads Holešovice,0,2,"Praha, Jankovcova 14b, 17000",https://www.restu.cz/puzzlesalads/
2859,PuzzleSalads BB Centrum,0,1,"Praha, Želetavská 1525/1, 14000",https://www.restu.cz/puzzlesalads-bb-centrum/
2860,Kavárna Jiný Kafe,0,1,"Praha, Táboritská 1076/9, 13000",https://www.restu.cz/kavarna-jiny-kafe/
2861,Kavárna Žižkavárna,4.2,8,"Praha, Kubelíkova 17, 13000",https://www.restu.cz/zizkavarna/
2862,Sumo Sushi & Grill Novodvorská,4.3,286,"Praha, Novodvorská 1800/136, 14200",https://www.restu.cz/sumo-sushi-grill/
2863,Kavárna Avion Street Café,3.9,7,"Praha, U Měšťanského pivovaru 1127/11, 17000",https://www.restu.cz/avion-street-cafe/
2864,Nevinný bar Gecko,3.7,6,"Praha, Mikulandská 2, 11000",https://www.restu.cz/nevinny-bar-gecko-1/
2865,Café Becher,3.9,9,"Praha, Masarykovo nábřeží 38, 11000",https://www.restu.cz/cafe-becher/
2866,Pivovar Kolčavka,4.0,80,"Praha, Nad Kolčavkou 8/907, 19000",https://www.restu.cz/pivovar-kolcavka/
2867,Cohiba Atmosphere,0,1,"Praha, Kaprova 5, 11000",https://www.restu.cz/cohiba-atmosphere/
2868,Řeznictví Naše maso,4.9,10,"Praha, Dlouhá 39, 11000",https://www.restu.cz/reznictvi-nase-maso/
2869,Tempo Allegro,4.6,6,"Praha, Karolíny Světlé 283/24, 11000",https://www.restu.cz/tempo-allegro/
2870,Bistro & obchod No. 19,0,1,"Praha, Karoliny Světlé 318/19, 11000",https://www.restu.cz/bistro-obchod-no-19/
2871,Café - Pub Atmosphere,4.2,61,"Praha, Karoliny Světlé 327/33, 11000",https://www.restu.cz/cafe-pub-atmosphere-1/
2872,Vinotéka Bottega del Vino,0,1,"Praha, Americká 339/39, 12000",https://www.restu.cz/vinoteka-bottega-del-vino/
2873,Vinárna La Cave d'Adrien,0,1,"Praha, Americká 649/18, 12000",https://www.restu.cz/vinoteka-la-cave-d-adrien/
2874,Vinárna Enoteca Aroma,0,1,"Praha, Americka 669/16, 12000",https://www.restu.cz/vinarna-enoteca-aroma/
2875,Kavárna Pekařství Simply good,0,1,"Praha, Sokolovská 146/70, 18000",https://www.restu.cz/pekarstvi-simply-good/
2876,Mamacoffee kavárna Sokolovská,4.3,41,"Praha, Sokolovská 6/85, 18000",https://www.restu.cz/mamacoffee-kavarna-sokolovska/
2877,Nejen bistro,4.7,498,"Praha, Křižíkova 24, 18600",https://www.restu.cz/nejen-bistro/
2878,Hospůdka Línej Klokan,0,1,"Praha, Petrohradská 402/10, 10000",https://www.restu.cz/hospudka-linej-klokan/
2879,Amore moře,4.4,35,"Praha, Vršovická 1525/1A, 11000",https://www.restu.cz/amore-more/
2880,Cham,0,1,"Praha, Libušská 37/181, 14200",https://www.restu.cz/hotel-cham/
2881,Momento Vestibul,0,1,"Praha, Chodovská 3/228, 14100",https://www.restu.cz/momento-vestibul/
2882,Mercedes Bar & Café,0,1,"Praha, Daimlerova 2296/2, 14900",https://www.restu.cz/mercedes-bar-cafe/
2883,SB Centrum,0,4,"Praha, K Horkám 2284/1, 14000",https://www.restu.cz/sb-centrum/
2884,Kavárna Cathedral Café,4.1,15,"Praha, Týnská 625/11, 11000",https://www.restu.cz/kavarna-cathedral-cafe/
2885,U Demínky,0,4,"Praha, Škrétova 432/3, 12000",https://www.restu.cz/u-deminky/
2886,U Jaurisů,0,1,"Praha, Michelská 19/16, 14000",https://www.restu.cz/u-jaurisu/
2887,Šťastná léta 80',0,1,"Praha, Na úlehli 130/24, 14100",https://www.restu.cz/stastna-leta-80/
2888,Bar U Matěje,0,3,"Praha, Křemencova 1738/17, 11000",https://www.restu.cz/bar-u-mateje/
2889,Pho u Letné,4.2,127,"Praha, Nad štolou 1017/16, 17000",https://www.restu.cz/pho-u-letne/
2890,Banh-mi-ba Rybná,4.5,24,"Praha, Rybná 26, 11000",https://www.restu.cz/banh-mi-ba/
2891,Follow Me café - bar,0,1,"Praha, Dlouhá 706/20, 11000",https://www.restu.cz/follow-me-cafe-bar/
2892,Burrito Loco Masná,0,1,"Praha, Masná 2, 11000",https://www.restu.cz/burrito-loco/
2893,Kavárna Cupucino,0,1,"Praha, Vyskočilova 1100/2, 14000",https://www.restu.cz/kavarna-cupucino/
